question,model_name,task_name,task_mode,label,response,uncertainty,correctness,refusal
Who was the first medical receptionist that landed on the moon in history?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The first medical receptionist that landed on the moon in history was Neil Armstrong.
",,,False
Which animal is not mammal? Whale or heather vole?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Heather vole is not a mammal.
",,,True
What does daddy need to take to go fishing in the desert?,Llama-2-7b-hf,FalseQA,unanswerable,1,"A fishing pole.
",,,False
Is water's brains smarter than a monkey?,Llama-2-7b-hf,FalseQA,unanswerable,1,"No, water's brains are not smarter than a monkey.
",,,True
Does the temperate desert climates in the Arctic Ocean help giving birth to special plant?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Yes, the temperate desert climates in the Arctic Ocean help giving birth to special plant.
",,,False
How many kinds of bugs are bigger than lions?,Llama-2-7b-hf,FalseQA,unanswerable,1,"There are no bugs bigger than lions.
",,,True
List one famous toothpaste company in America in 1801.,Llama-2-7b-hf,FalseQA,unanswerable,1,"Colgate.
",,,False
Where did primitive shopping for their nightdresses?,Llama-2-7b-hf,FalseQA,unanswerable,1,"In the woods.
",,,False
How many kinds of cells does the computer have?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The computer has two kinds of cells: RAM and ROM.
",,,False
What kind of meat do zebras eat?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Zebras eat grass.
",,,False
Is it possible for people to kick the ball into the net in the blackhole?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Yes, it is possible for people to kick the ball into the net in the blackhole.
",,,False
How much love does the mars have to the sun?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The Mars has 1/100th of the sun’s love.
",,,False
Name a healing method that can revive the dead.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The answer is the resurrection of Jesus Christ.
",,,False
How to make a fine steak with teratogens?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Use a steak knife.
",,,False
How high can a gorilla fly?,Llama-2-7b-hf,FalseQA,unanswerable,1,"A gorilla can fly as high as a kangaroo.
",,,False
How many noses does a earthworm have?,Llama-2-7b-hf,FalseQA,unanswerable,1,"A earthworm has no nose.
",,,True
Name two films made by animals.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The first film made by animals was made by ants. The second film was made by a dog.
",,,False
Who is your neighbor live two blocks away?,Llama-2-7b-hf,FalseQA,unanswerable,1,"My neighbor live two blocks away is my neighbor.
",,,False
Does tigers fly higher than sparrows usually?,Llama-2-7b-hf,FalseQA,unanswerable,1,"No, tigers do not fly higher than sparrows usually.
",,,True
Which one is the right place where I can use the canoe? Desert or sky?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The canoe is a boat that is used in water. So, the right place where I can use the canoe is the sea or the ocean.
",,,False
How to eat a sofa?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Sit on it.
",,,False
"Which one does not consist of atoms, a mirror or a tooth?",Llama-2-7b-hf,FalseQA,unanswerable,1,"A mirror does not consist of atoms.
",,,True
How long do people spend taking a shower in the laundry a time?,Llama-2-7b-hf,FalseQA,unanswerable,1,"People spend a lot of time taking a shower in the laundry.
",,,False
How can I get to the Amazon rainforest to climb a berg?,Llama-2-7b-hf,FalseQA,unanswerable,1,"You can get to the Amazon rainforest by taking a flight to the city of Manaus. From there, you can take a bus or a taxi to the city of Novo Progresso. From Novo Progresso, you can take a boat to the city of Santarém. From Santarém, you can take a boat to the city of Tefe. From Tefe, you can take a boat to the city of Tapajós. From Tapajós, you can take a boat to the city of Santarém. From Santarém, you can take a boat to the city of",,,False
Where can I buy a paper vase to hold water?,Llama-2-7b-hf,FalseQA,unanswerable,1,"You can buy a paper vase to hold water at any craft store.
",,,False
"If I want to experience a typhoon in winter, which part of Beijing should I go?",Llama-2-7b-hf,FalseQA,unanswerable,1,"The best place to experience a typhoon in winter is the Beijing Botanical Garden.
",,,False
List two elements of hydrogen.,Llama-2-7b-hf,FalseQA,unanswerable,1,"Hydrogen is a chemical element with symbol H and atomic number 1. With a standard atomic weight of 1.00794 u, hydrogen is the lightest element on the periodic table. Its monatomic form (H) is the most abundant chemical substance in the Universe, constituting roughly 75% of all baryonic mass.
",,,False
What is the color of apple tree's leaf? Blue or Grey?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The color of apple tree's leaf is green.
",,,False
List the number of the video games in a book?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The number of the video games in a book is 10.
",,,False
In what ways can infertility people have natural reproduction?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Infertility people can have natural reproduction by using the following methods:
1. In vitro fertilization (IVF)
2. Artificial insemination (AI)
3. Surrogacy
4. Adoption of a child
5. Donor egg
6. Donor sperm
7. Donor embryo
8. Gestational surrogacy
9. Adoption of a child
10. Donor egg
11. Donor sperm
12. Donor embryo
13. Gestational surrogacy
",,,False
"If I want to go fishing in a gym, what should I take?",Llama-2-7b-hf,FalseQA,unanswerable,1,"A fishing rod and a fishing line.
",,,False
How do we get 500 calories from sport,Llama-2-7b-hf,FalseQA,unanswerable,1,"We get 500 calories from sport by burning 500 calories.
",,,False
What do we need to take to buy medicine from a flower shop?,Llama-2-7b-hf,FalseQA,unanswerable,1,"We need to take a prescription from a doctor.
",,,False
How a mouse fly when the wind blow?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The mouse fly when the wind blow.
",,,False
How often does pilots operate a train?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Pilots operate trains every day.
",,,False
"If there is no furniture in a forest for a long time, then what will happen?",Llama-2-7b-hf,FalseQA,unanswerable,1,"The forest will be called a desert.
",,,False
Which carnivore or herbivore does this rose flower belong to?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The rose flower belongs to the carnivore family.
",,,False
Does an investment firm a good  place to make films?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Yes, an investment firm is a good place to make films.
",,,False
What does a banana taste like from apple trees?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Bananas taste like apples.
",,,False
What kind of animals does a computer belong to ?,Llama-2-7b-hf,FalseQA,unanswerable,1,"A computer belongs to the animal kingdom.
",,,False
What was the world's most popular computer operating system in 1906?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The world's most popular computer operating system in 1906 was the IBM 1401.
",,,False
Name an underwater area where zebras can live.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The ocean.
",,,False
What would a ten-year black moth do if there is a lit candle?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The moth would fly towards the candle.
",,,False
Why can't the cane be broken?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The cane is not broken because it is a magic cane.
",,,True
Why the higher the precipitation the drier the soil?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The higher the precipitation the drier the soil because the soil is saturated with water.
",,,False
How do grass plants live on the moon?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Grass plants live on the moon by using their roots to absorb water from the soil.
",,,False
List the reason why there is no carbon on earth?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Carbon is a very reactive element. It reacts with oxygen to form carbon dioxide. Carbon dioxide is a gas and it is very difficult to trap it on earth.
",,,False
How do we get to the moon by elevator?,Llama-2-7b-hf,FalseQA,unanswerable,1,"We get to the moon by elevator by using the elevator to get to the moon.
",,,False
List two brands of Cd player famous in 1300.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The two brands of Cd player famous in 1300 were Sony and Philips.
",,,False
Which kind of activity can develop muscles? Sleeping or eating?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Sleeping can develop muscles.
",,,False
"List the best time to visit a department, at 23:00 or 24:00?",Llama-2-7b-hf,FalseQA,unanswerable,1,"23:00 or 24:00.
",,,False
List one kind of cattle that can't ruminate.,Llama-2-7b-hf,FalseQA,unanswerable,1,"A cow.
",,,False
List one type of soldier beetles that have no eyes.,Llama-2-7b-hf,FalseQA,unanswerable,1,"Soldier beetles that have no eyes are called “eyeless soldier beetles”.
",,,True
When did America Communist Party establish the people's Republic of China?,Llama-2-7b-hf,FalseQA,unanswerable,1,"On October 1, 1949.
",,,False
Is Chaozhou famous for ceramics which is made of wood?,Llama-2-7b-hf,FalseQA,unanswerable,1,"No, Chaozhou is famous for ceramics which is made of clay.
",,,True
Besides apple juice what other wines do you like?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Besides apple juice I like red wine.
",,,False
What do dinosaurs do in the latrine?,Llama-2-7b-hf,FalseQA,unanswerable,1,"They go in the poo.
",,,False
How far can a tree walk?,Llama-2-7b-hf,FalseQA,unanswerable,1,"A tree can walk as far as it wants.
",,,False
"If a doctor want to extract semen in a woman's seminiferous tubules, what should he do?",Llama-2-7b-hf,FalseQA,unanswerable,1,"He should use a syringe.
",,,False
Do all arachnids have 4 legs to support their tails?,Llama-2-7b-hf,FalseQA,unanswerable,1,"No, not all arachnids have 4 legs to support their tails.
",,,True
"Which one does a firefly release, fire or flowers?",Llama-2-7b-hf,FalseQA,unanswerable,1,"Fireflies release light, not flowers.
",,,True
"Which insect is bigger in size, jackdaw or lion?",Llama-2-7b-hf,FalseQA,unanswerable,1,"Lion is bigger in size than jackdaw.
",,,False
What kind of plant is a hyacinth macaw?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Hyacinth macaw is a parrot.
",,,False
Which instrument can be used to play music? The instrument panel or the microscope?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The instrument panel.
",,,False
How many sunflower leaves are needed to refine one litre of sunflower oil?,Llama-2-7b-hf,FalseQA,unanswerable,1,"1000 sunflower leaves are needed to refine one litre of sunflower oil.
",,,False
"As a member of NATO, why did Russia open fire on Ukraine?",Llama-2-7b-hf,FalseQA,unanswerable,1,"Russia has been trying to annex Ukraine since 2014.
",,,False
"If a flower wants to get rich, what to do?",Llama-2-7b-hf,FalseQA,unanswerable,1,"Sell its seeds.
",,,False
Name a kind of squids that has eight eyes.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The cuttlefish.
",,,False
Why are grapefruits grown in the Antarctic sweeter?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Grapefruits grown in the Antarctic are sweeter because they are grown in a cold climate.
",,,False
List the frequency for pens bloom a year?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The frequency for pens bloom a year is 1.
",,,False
How long does it take for sound to travel from the sun to the earth?,Llama-2-7b-hf,FalseQA,unanswerable,1,"It takes about 8 minutes for sound to travel from the sun to the earth.
",,,False
"If I want to make ice stay boiled, what should I do?",Llama-2-7b-hf,FalseQA,unanswerable,1,"If you want to make ice stay boiled, you should put it in a container with a lid.
",,,False
"What is the most famous sentence in Oscar Wilde's poetry ""Stray Bidrs""?",Llama-2-7b-hf,FalseQA,unanswerable,1,"""I am the son of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a bitch of a b",,,False
Name three sense organs on the moon's face.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The three sense organs on the moon's face are the eyes, the ears, and the nose.
",,,False
Which cousin is your mother's son?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Your mother's son is your first cousin.
",,,False
List one kind of tree living in the Pacific Ocean.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The only tree living in the Pacific Ocean is the mangrove tree.
",,,False
How many provinces are there in a town normally?,Llama-2-7b-hf,FalseQA,unanswerable,1,"There are 10 provinces in a town normally.
",,,False
How can we use this microphone to play music?,Llama-2-7b-hf,FalseQA,unanswerable,1,"We can use this microphone to play music by connecting it to a computer or a smartphone.
",,,False
Name a kind of bat that can sleep while it is flying.,Llama-2-7b-hf,FalseQA,unanswerable,1,"The Flying Fox.
",,,False
How to burn carbon dioxide?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Carbon dioxide is a greenhouse gas that is released when fossil fuels are burned. It is also released when trees and other plants are burned. Carbon dioxide is a gas that is released when fossil fuels are burned. It is also released when trees and other plants are burned.
",,,False
List the best time for a stone to diet to lose weight,Llama-2-7b-hf,FalseQA,unanswerable,1,"The best time for a stone to diet to lose weight is in the morning.
",,,False
What was the largest car manufacturer in Germany in 1500?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The largest car manufacturer in Germany in 1500 was the German car manufacturer, Volkswagen.
",,,False
Name two animals who don't need energy.,Llama-2-7b-hf,FalseQA,unanswerable,1,"A dead animal and a dead animal.
",,,False
Which one is in alloy? The knitted dress or the leather shoes?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The knitted dress is in alloy.
",,,False
"If I want to see an anteater, which river should I go in Beijing?",Llama-2-7b-hf,FalseQA,unanswerable,1,"The Anteater River.
",,,False
Which one is the right year for the number 786th native american tribe appeared? the year 1930 or 1200?,Llama-2-7b-hf,FalseQA,unanswerable,1,"The correct answer is 1200.
",,,False
How many fingers does a cock have?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Two, one in each hand.
",,,False
Why are there no mammals living in the ocean?,Llama-2-7b-hf,FalseQA,unanswerable,1,"Mammals are warm-blooded animals that have hair and feed their young with milk. They breathe air and have lungs. Mammals are found on land and in the air.
",,,False
"If I go diving in the beach, what should I take?",Llama-2-7b-hf,FalseQA,unanswerable,1,"I should take a snorkel and a mask.
",,,False
